med_display_name,rxnorm_concat,med_dose_unit_desc,ingredient_concept_id,variable_name
vancomycin (VANCOCIN) 500 mg in 0.9% NaCl IV 100 mL,| 239209 |,mg,1707687,corticosteroids
dexamethasone 0.5 MG/5ML solution 0.75 mg,| 309686 |,mg,1518254,corticosteroids
aspirin suppository 150 mg,| 198464 |,mg,1112807,corticosteroids
vancomycin (VANCOCIN) 2 g in 0.9 % NaCl 200 mL IV,| 239209 | 313002 |,mg,1707687,corticosteroids
hydrocortisone (ANUSOL-HC) suppository 50 mg,| 1291082 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 14 mg in 0.9 % NaCl 1.4 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 487 mg in 0.9 % NaCl 48.7 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
hydrocortisone (Solu-CORTEF) 150 mg in D5W 50 mL IVPB,| 238755 | 1795621 |,mg,975125,corticosteroids
"lidocaine-EPINEPHrine 2 %-1:100,000 injection 35 mL",| 1010759 |,ml,1343916,corticosteroids
"lidocaine-EPINEPHrine 1 %-1:100000 1 %-1:100,000 injection",| 1010751 |,ml,1343916,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 690 mg in 0.9 % NaCl 69 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
prednisoLONE (ORAPRED) oral solution 7.5 mg,| 283077 |,mg,1550557,corticosteroids
EPINEPHrine (ADRENALIN) 32 mg in 0.9 % NaCl 500 mL infusion,| 310132 | 313002 |,mg/kg/hr,1343916,corticosteroids
vancomycin (VANCOCIN) 750 mg in 0.9 % NaCl 75 mL IV,| 239209 | 313002 |,mg,1707687,corticosteroids
"vancomycin (VANCOCIN) 2,000 mg in 0.9 % NaCl 500 mL IVPB",| 239209 | 313002 |,mg/kg,1707687,corticosteroids
tobramycin (NEBCIN) 570 mg in D5W 57 mL IV,| 597823 | 1795621 |,mg,902722,corticosteroids
tobramycin (NEBCIN) 80 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
gentamicin (GARAMYCIN) 30 mg in 0.9 % NaCl 50 mL,| 313002 | 1870650 |,mg,45892419,corticosteroids
dexamethasone (DECADRON) 5 mg in 0.9 % NaCl IVPB,| 313002 | 1116927 |,mg,1518254,corticosteroids
hemorrhoidal suppository,| 312398 |,suppository,1135766,corticosteroids
"amikacin (AMIKIN) 1,550 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,corticosteroids
EPINEPHrine (ADRENALIN) 1 MG/ML injection 1 mg,| 310132 |,mg,1343916,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 11 mg, octreotide (SANDOSTATIN) 300 mcg 2,160 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204520 | 237371 | 237656 | 237786 | 238755 | 312736 | 313016 | 313324 | 540930 | 801136 | 1090560 |,ml/hr,975125,corticosteroids
vancomycin (VANCOCIN) 20 mg/kg in 0.9% NaCl IV,| 239209 |,mg/kg,1707687,corticosteroids
hydrocortisone (CORTEF) tablet 25 mg,| 197782 | 197787 |,mg,975125,corticosteroids
vancomycin (VANCOCIN) 381 mg in 0.9% NaCl IV 76.2 mL,| 239209 |,mg,1707687,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 39954 | 204520 | 237656 | 238755 | 313016 | 540930 | 801021 |,ml/hr,975125,corticosteroids
"vancomycin (VANCOCIN) 1,700 mg in 0.9 % NaCl IV",| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 295 mg in 0.9 % NaCl 29.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 5 mg in 0.9 % NaCl 0.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
vancomycin (VANCOCIN) 750 mg in 0.9 % NaCl 250 mL minibag-plus,| 313002 | 1807513 |,mg,1707687,corticosteroids
"TPN with famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 11 mg 2,160 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204441 | 237371 | 237656 | 238755 | 313016 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
gentamicin (GARAMYCIN) 60 mg in D5W 6 mL IV,| 1795621 | 1870650 |,mg,45892419,corticosteroids
aspirin chewable tablet 40.8 mg,| 318272 |,mg,1112807,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 250 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 314099 |,ml/hr,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 59 mg in 0.9 % NaCl 5.9 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) injection 2,000 mg",| 239209 |,mg/kg,1707687,corticosteroids
vancomycin (VANCOCIN) 400 mg in D5W IV,| 239209 | 1795621 |,mg,1707687,corticosteroids
neomycin oral liquid 819 mg,| 866042 |,mg,915981,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 85 mg in 0.9 % NaCl 8.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
cyclopentolate-phenylephrine (CYCLOMYDRYL) 0.2-1 % ophthalmic solution 1 drop,| 1298068 |,drop,1135766,corticosteroids
EPINEPHrine (ADRENALIN) 6.4 mg in D5W 100 mL infusion,| 310132 | 1795621 |,mg/kg/hr,1343916,corticosteroids
ePHEDrine injection,| 91166 |,mg,1143374,corticosteroids
dexamethasone (DECADRON) injection 9.4 mg,| 1116927 |,mg,1518254,corticosteroids
methylPREDNISolone (MEDROL) tablet 40 mg,| 259966 | 328161 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) 12 mg in 0.9 % NaCl 100 mL,| 313002 | 1116927 |,mg,1518254,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 43 mg in 0.9 % NaCl 4.3 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
dexamethasone PF (DECADRON) injection 1 mg,| 309696 |,mg,1518254,corticosteroids
gentamicin (GARAMYCIN) 624 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
tobramycin (TOBREX) 1.4 % ophthalmic solution 1 drop,| 313415 |,drop,902722,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 500 mg in 0.9 % NaCl 50 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
gentamicin (GARAMYCIN) 272 mg in D5W 27.2 mL IV,| 1795621 | 1870650 |,mg,45892419,corticosteroids
vancomycin (VANCOCIN) 335 mg in D5W IV,| 239209 | 1795621 |,mg,1707687,corticosteroids
amikacin (AMIKIN) 450 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg/kg,1790868,corticosteroids
fludrocortisone (FLORINEF) tablet 0.4 mg,| 313979 |,mg,1555120,corticosteroids
"phenylephrine (NEO-SYNEPHRINE, VAZCULEP) injection 1,150 mcg",| 1232651 |,mg,1135766,corticosteroids
ePHEDrine injection 50 mg,| 1116294 |,mg,1143374,corticosteroids
EPINEPHrine (ADRENALIN) 4 mg in 0.9% NaCl 250 ml (ONE TIME BAG),| 310132 |,mg/kg/hr,1343916,corticosteroids
hydrocortisone (Solu-CORTEF) 2.5 mg in 0.9 % NaCl 0.25 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 25 mg,| 3992 |,mg,1343916,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 10 MG/ML injection,| 1232651 |,ml,1135766,corticosteroids
hydrocortisone (SOLU-CORTEF) 250 mg in 0.9 % NaCl 25 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 56 mg in 0.9 % NaCl 5.6 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
vancomycin (VANCOCIN) 100 mg in 0.9 % NaCl 100 mL minibag-plus,| 313002 | 1807516 |,mg,1707687,corticosteroids
EPINEPHrine (ADRENALIN) 1 MG/ML injection 2 mg,| 310132 |,mg,1343916,corticosteroids
methylPREDNISolone (MEDROL) tablet 6 mg,| 197969 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) injection 14.76 mg,| 1116927 |,mg,1518254,corticosteroids
tobramycin sulfate (NEBCIN) 800 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,corticosteroids
neomycin-polymyxin-dexamethasone (MAXITROL) ophthalmic ointment,| 309679 |,strip,915981,corticosteroids
tobramycin (PF) (TOBI) nebulizer solution 240 mg,| 348719 |,mg,902722,corticosteroids
dexamethasone (DECADRON) solution 6 mg,| 309684 |,mg,1518254,corticosteroids
vancomycin (VANCOCIN) 1 g in 0.9 % NaCl 250 mL minibag-plus,| 313002 | 1807513 |,mg,1707687,corticosteroids
augmented betamethasone dipropionate (DIPROLENE-AF) 0.05 % cream,| 848176 |,%,920458,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204520 | 237371 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 |,ml/hr,975125,corticosteroids
hydrocortisone (SOLU-CORTEF) 12.5 mg in 0.9 % NaCl 1.25 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 34322 | 39954 | 197435 | 204520 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 562352 | 801136 |,ml/hr,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 10 mg 2,016 mL infusion",| 2418 | 6585 | 34322 | 197435 | 237508 | 237656 | 238755 | 313016 | 540930 | 562352 |,ml/hr,975125,corticosteroids
hydrocortisone (SOLU-CORTEF) 35.5 mg in 0.9 % NaCl 3.55 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 500 mg in 0.9 % NaCl 50 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
hydrocortisone (Solu-CORTEF) 84 mg in 0.9 % NaCl 8.4 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
dexamethasone (DECADRON) 1 MG/ML solution 10 mg,| 309684 |,mg,1518254,corticosteroids
EPINEPHrine (ADRENALIN) 1 MG/ML injection 0.5-1 mg,| 310132 |,mg,1343916,corticosteroids
phenylephrine (VAZCULEP) 200 mcg in 0.9 % NaCl 1 mL Syringe,| 313002 | 1232651 |,mg,1135766,corticosteroids
dexamethasone (DECADRON) injection 14.36 mg,| 1116927 |,mg,1518254,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 50 mg in D5W 500 mL infusion,| 1232651 | 1795621 |,mg/kg/hr,1135766,corticosteroids
tobramycin sulfate (NEBCIN) 460 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 2,500 mg in 0.9 % NaCl 250 mL IV",| 313002 | 314099 |,mg,1506270,corticosteroids
hydrocortisone (CORTEF) tablet 15 mg,| 197782 | 197787 |,mg,975125,corticosteroids
hydrocortisone (Solu-CORTEF) 26 mg in 0.9 % NaCl 2.6 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"TPN with insulin regular (HumuLIN R,NovoLIN R) 12 Units, famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 39954 | 204441 | 237371 | 237508 | 237656 | 237786 | 238755 | 311034 | 313016 | 313324 | 540930 | 801136 | 1871155 | 1872384 |,ml/hr,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 10 mg 2,016 mL infusion",| 2418 | 6585 | 34322 | 39954 | 237371 | 237656 | 238755 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
EPINEPHrine (ADRENALIN) 1.6 mg in 0.9 % NaCl 100 mL infusion,| 310132 | 313002 |,mg/kg/hr,1343916,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 66 mg in 0.9 % NaCl 6.6 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
tobramycin sulfate (NEBCIN) 480 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
gentamicin (GARAMYCIN) ophthalmic injection 40 mg,| 1870650 |,mg,45892419,corticosteroids
gentamicin (GARAMYCIN) 580 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 1,070 mg in 0.9 % NaCl 107 mL IV",| 313002 | 314099 |,mg,1506270,corticosteroids
phenylephrine (NEOSYNEPHRINE) 100 mcg/ml injection,| 1232651 |,mg,1135766,corticosteroids
gentamicin (GARAMYCIN) injection 500 mg,| 1870650 |,mg,45892419,corticosteroids
vancomycin (VANCOCIN) 315 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
hydrocortisone (Solu-CORTEF) injection 20 mg,| 107129 | 238755 |,mg,975125,corticosteroids
"phenylephrine (NEOSYNEPHRINE) injection 1,250 mcg",| 1232651 |,mg,1135766,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 34322 | 39954 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801021 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
vancomycin (VANCOCIN) 900 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
dexamethasone (DECADRON) tablet 3.5 mg,| 197577 | 197580 |,mg,1518254,corticosteroids
tobramycin (NEBCIN) 1.2 g injection,| 7276 |,mg,902722,corticosteroids
dexamethasone (DECADRON) tablet 1 mg,| 197581 |,mg,1518254,corticosteroids
"phenylephrine (NEO-SYNEPHRINE) 40 mg in 0.9 % NaCl 1,000 mL infusion",| 313002 | 1232651 |,mg/hr,1135766,corticosteroids
Dexamethasone Sodium Phosphate SOLN,| 1116927 |,mg,1518254,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 188 mg in 0.9 % NaCl 18.8 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
budesonide (PULMICORT) 90 MCG/ACT 2 puff,| 966527 |,puff,939259,corticosteroids
bupivacaine-EPINEPHrine 0.25% -1:200000 (PF) injection SOLN 1 mL,| 1012377 |,ml,1343916,corticosteroids
methylPREDNISolone (Solu-MEDROL) 375 mg in 0.9 % NaCl 37.5 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 300 mg in 0.9 % NaCl 250 mL infusion,| 313002 | 1232651 |,mg/kg/hr,1135766,corticosteroids
hydrocortisone (Solu-CORTEF) 22 mg in 0.9 % NaCl 2.2 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
EPINEPHrine (ADRENALIN) 0.1 MG/ML injection 4 mg,| 310116 |,mg,1343916,corticosteroids
"vancomycin (VANCOCIN) injection 2,268 mg",| 239209 |,mg,1707687,corticosteroids
gentamicin (GARAMYCIN) 360 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
hydrocortisone 0.5 % cream 1 application,| 198707 |,application,975125,corticosteroids
tobramycin (NEBCIN) 150 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 62 mg in 0.9 % NaCl 6.2 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) injection 7.48 mg,| 1116927 |,mg,1518254,corticosteroids
gentamicin (GARAMYCIN) 610 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,corticosteroids
hydrocortisone (Solu-CORTEF) 100 mg in 0.9 % NaCl 100 mL IVPB,| 238755 | 313002 |,ml/hr,975125,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 350 mg in 0.9 % NaCl 35 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) injection 6.84 mg,| 1116927 |,mg,1518254,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9 % NaCl 250 mL mini-bag plus",| 313002 | 1807513 |,ml/hr,1707687,corticosteroids
hydrocortisone (Solu-CORTEF) 0.87 mg in 0.9 % NaCl 0.87 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"amikacin (AMIKIN) 500 mg in 0.9 % NaCl 1,000 mL",| 643 | 313002 |,ml,1790868,corticosteroids
"TPN 1,800 mL infusion",| 2418 | 39954 | 197435 | 204520 | 237656 | 238755 | 313016 | 540930 | 801136 |,ml/hr,975125,corticosteroids
methylPREDNISolone (Solu-MEDROL) 740 mg in 0.9 % NaCl 74 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204520 | 237371 | 237656 | 238755 | 312736 | 313016 | 313324 | 540930 | 801136 |,ml/hr,975125,corticosteroids
phenylephrine (VAZCULEP) injection,| 1232651 |,mg,1135766,corticosteroids
phenylephrine (NEO-SYNEPHRINE) IV syringe 0.5 mg,| 8164 |,mg,1135766,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 250 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1743704 |,mg,1506270,corticosteroids
dexamethasone (DECADRON) tablet 16 mg,| 197582 |,mg,1518254,corticosteroids
vancomycin (VANCOCIN) 5 % ophthalmic solution 1 drop,| 1807516 |,drop,1707687,corticosteroids
"TPN with famotidine (PEPCID) 20 mg, hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 39954 | 204441 | 237371 | 237508 | 237656 | 237786 | 238755 | 308395 | 312736 | 313324 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
Dexamethasone Sodium Phosphate SOLN 1 mL,| 1116927 |,ml,1518254,corticosteroids
vancomycin (VANCOCIN) 960 mg in 0.9 % NaCl IV,| 239209 | 313002 |,mg,1707687,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 104 mg in 0.9 % NaCl 10.4 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
hydrocortisone (Solu-CORTEF) 22.3 mg in 0.9 % NaCl 2.23 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
dexamethasone (DECADRON) 0.1 % ophthalmic suspension 1-2 drop,| 309692 |,drop,1518254,corticosteroids
"methylPREDNISolone (Solu-MEDROL) 3,300 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
vancomycin (VANCOCIN) IVPB,| 1807513 |,mg,1707687,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9 % NaCl 250 mL premade IV",| 1807513 |,mg,1707687,corticosteroids
vancomycin (VANCOCIN) 750 mg in 0.9 % NaCl 250 mL premade IV,| 1807513 |,mg,1707687,corticosteroids
"phenylephrine (NEO-SYNEPHRINE,VAZCULEP) 10 mg in 0.9 % NaCl 250 mL infusion",| 313002 | 1232651 |,mg/hr,1135766,corticosteroids
tobramycin sulfate (NEBCIN) 630 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,corticosteroids
hydrocortisone (Solu-CORTEF) 10.9 mg in 0.9 % NaCl 1.09 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 1,200 mg in 0.9 % NaCl 120 mL IV",| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) injection 50 mg,| 1743704 |,mg,1506270,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) 222 mg in 0.9 % NaCl 22.2 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 15 mg 3,000 mL infusion",| 2418 | 6585 | 55018 | 204520 | 237371 | 237508 | 238755 | 313016 | 540930 | 562352 | 801021 | 1871155 |,ml/hr,975125,corticosteroids
ciprofloxacin-hydrocortisone (CIPRO HC OTIC) otic suspension 3 drop,| 309305 |,drop,975125,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) 680 mg in 0.9 % NaCl 68 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 40 mg in 0.9 % NaCl 4 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
gentamicin (GARAMYCIN) ophthalmic solution 0.3%,| 310467 |,drop,45892419,corticosteroids
vancomycin (VANCOCIN) 1 g in 0.9 % NaCl 250 mL IVPB,| 1807513 |,ml/hr,1707687,corticosteroids
"vancomycin 1,750 mg in D5W 500 mL infusion",| 239209 | 1795621 |,ml/hr,1707687,corticosteroids
gentamicin (GARAMYCIN) 570 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,corticosteroids
phenylephrine (NEO-SYNEPHRINE) 50 mg in 0.9 % NaCl 250 mL infusion,| 313002 | 1232651 |,mg/hr,1135766,corticosteroids
"vancomycin (VANCOCIN) 10 mg, heparin 500 Units in 0.9 % NaCl 5 mL lock flush",| 239209 | 313002 | 1361226 |,ml,1707687,corticosteroids
hydrocortisone (Solu-CORTEF) injection 100 mg,| 238755 |,mg,975125,corticosteroids
"amikacin (AMIKIN) 1,400 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg/kg,1790868,corticosteroids
hydrocortisone (SOLU-CORTEF) 30 mg in 0.9 % NaCl 3 mL IV,| 313002 | 1738586 |,mg,975125,corticosteroids
"TPN with famotidine (PEPCID) 40 mg, hydrocortisone (Solu-CORTEF) 15 mg, levOCARNitine (CARNITOR) 500 mg 3,000 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204441 | 237371 | 237656 | 238755 | 313016 | 540930 | 801136 | 1791371 | 1871155 |,ml/hr,975125,corticosteroids
phenylephrine (NEOSYNEPHRINE) injection,| 1232651 |,mg,1135766,corticosteroids
methylPREDNISolone sodium succ (SOLU-Medrol) injection 47 mg,| 1743704 |,mg,1506270,corticosteroids
"vancomycin (VANCOCIN) 1,000 mg in 0.9% NaCl IV 200 mL",| 239209 |,mg,1707687,corticosteroids
"lidocaine-EPINEPHrine 1 %-1:100,000 injection 10-30 mL",| 1010751 |,ml,1343916,corticosteroids
tobramycin (NEBCIN) 350 mg in D5W 35 mL IV syringe,| 597823 | 1795621 |,mg,902722,corticosteroids
"0.9 % NaCl 1,000 mL with bacitracin 50,000 Units, vancomycin (VANCOCIN) 500 mg irrigation",| 486515 | 562411 | 1807516 |,ml,1707687,corticosteroids
"methylPREDNISolone (Solu-MEDROL) 1,800 mg in 0.9 % NaCl 180 mL IV",| 313002 | 314099 |,mg,1506270,corticosteroids
tobramycin (NEBCIN) 630 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,corticosteroids
hydrocortisone (Solu-CORTEF) injection 85 mg,| 238755 |,mg,975125,corticosteroids
hydrocortisone-pramoxine (PROCTOFOAM-HS)  rectal foam,| 828362 |,applicator,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 12 mg 2,400 mL infusion",| 2418 | 6585 | 34322 | 39954 | 204520 | 237508 | 237656 | 238755 | 308395 | 312736 | 313016 | 313324 | 540930 | 801136 | 1871155 |,ml/hr,975125,corticosteroids
gentamicin (GARAMYCIN) 350 mg in 0.9 % NaCl 100 mL IVPB,| 1870650 |,mg,45892419,corticosteroids
hydrocortisone (CORTEF) tablet 25 mg,| 197782 | 197783 |,mg,975125,corticosteroids
tobramycin (NEBCIN) 600 mg in D5W 60 mL IV,| 597823 | 1795621 |,mg,902722,corticosteroids
gentamicin 20 MG/0.5 ML ophthalmic injection 20 mg,| 310466 |,mg,45892419,corticosteroids
hydrocortisone (CORTEF) tablet 50 mg,| 197782 | 197783 |,mg,975125,corticosteroids
acetic acid-hydrocortisone (VOSOL-HC) otic solution 3 drop,| 313786 |,drop,975125,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 2,328 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
"phenylephrine (NEO-SYNEPHRINE, VAZCULEP) 10 mg in 0.9% NaCl 100 mL infusion",| 8164 |,ml,1135766,corticosteroids
"methylPREDNISolone sodium succ (SOLU-Medrol) 3,852 mg in 0.9 % NaCl 100 mL infusion",| 313002 | 314099 |,mg,1506270,corticosteroids
"TPN with insulin regular (HumuLIN R,NovoLIN R) 12 Units, hydrocortisone (Solu-CORTEF) 9 mg 1,800 mL infusion",| 2418 | 6585 | 39954 | 204520 | 237371 | 237656 | 238755 | 311034 | 313016 | 540930 | 801136 |,ml/hr,975125,corticosteroids
gentamicin (GARAMYCIN) 5 mg/kg in D5W IV syringe,| 1795621 | 1870650 |,mg/kg,45892419,corticosteroids
methylPREDNISolone (SOLU-MEDROL) 250 mg in 0.9 % NaCl 25 mL IV,| 313002 | 314099 |,mg,1506270,corticosteroids
budesonide (PULMICORT) nebulizer solution 0.5 mg*for intranasal use- see admin instructions*,| 351109 |,mg,939259,corticosteroids
gentamicin (GARAMYCIN) 120 mg in D5W 12 mL IV,| 1795621 | 1870650 |,mg,45892419,corticosteroids
phenylephrine (NEOSYNEPHRINE) syringe 20 mcg,| 1232651 |,mg,1135766,corticosteroids
dexamethasone (DECADRON) injection 9 mg,| 1116927 |,mg,1518254,corticosteroids
dexamethasone (DECADRON) injection 16 mg,| 1116927 |,mg,1518254,corticosteroids
bupivacaine-EPINEPHrine (PF) 0.5% -1:200000 injection 25 mg,| 1012384 |,ml,1343916,corticosteroids
gentamicin (GARAMYCIN) 300 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,corticosteroids
"vancomycin in 0.9% NaCl (VANCOCIN) IVPB 1,250 mg",| 1807513 |,mg,1707687,corticosteroids
tobramycin (TOBREX) 0.3 % ophthalmic ointment,| 313414 |,mg,902722,corticosteroids
hydrocortisone (Solu-CORTEF) injection 200 mg,| 107129 | 238755 |,mg,975125,corticosteroids
"TPN with hydrocortisone (Solu-CORTEF) 10.5 mg 2,088 mL infusion",| 2418 | 6585 | 34322 | 39954 | 237371 | 237656 | 238755 | 313016 | 540930 | 801136 |,ml/hr,975125,corticosteroids
hydrocortisone (CORTEF) tablet 50 mg,| 197783 |,mg,975125,corticosteroids
aspirin chewable tablet 650 mg,| 318272 |,mg,1112807,corticosteroids
methylPREDNISolone sodium succ (Solu-MEDROL) injection 200 mg,| 1743704 |,mg,1506270,corticosteroids
